review_id,review,rating,date,bank,source
3559b91c-fad9-4032-bebe-cf99974b9628,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play
10e85f30-540d-4810-ba89-85a7e004480b,exceptional,5,2025-06-03,BOA,Google Play
d7f07898-4ba1-47b4-9e8c-a3cc10b1bf0f,BoA Mobile good bank,5,2025-06-02,BOA,Google Play
2ca9480b-ff5f-4b59-952c-5921db83dab2,this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play
8cd852da-0257-4ca0-9003-314fb464e55a,This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play
d9172c66-a605-4626-acc6-e1dbca0685cd,BoA system is confartable,5,2025-06-01,BOA,Google Play
78c924d7-0a65-415c-9fca-bda9b078a157,very nice Abyssinia bank is choice all,5,2025-05-31,BOA,Google Play
c3f2810d-cf99-4600-90ac-bef47adb9e7a,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play
512f8c2b-8fac-41cc-978a-b58e39a1ea5c,Good service.,3,2025-05-25,BOA,Google Play
76089146-b1c7-47f4-ab9f-44b6a1092225,the app crush frequently,1,2025-05-24,BOA,Google Play
9198a5bc-f914-4a18-ad44-d2b77094c02a,good,5,2025-05-22,BOA,Google Play
e244700c-1210-4280-b60b-b75964c982df,You guys keeps getting worst,1,2025-05-22,BOA,Google Play
b857156e-2647-4eee-a3f4-2eec417f721e,good,5,2025-05-21,BOA,Google Play
2e219268-96fd-400c-8632-0b0d1044f487,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play
